0,0,0,0
21493,963387,53668,83955212
34397,654494,171096,85416169
27884,489283,247460,85067027
5824,329107,370882,91913740
27701,499423,378558,90361014
67786,994310,456935,85092554
51573,521163,391477,87633786
41424,615167,437127,88397408
69911,1211329,714509,84514916
66286,1447283,819570,80673590
71537,818651,727902,86428141
89231,526534,727181,84863125
26545,475678,793910,91231864
94905,760401,856994,86095263
25131,1248247,953166,86211524
89403,557720,799575,88308377
100784,903937,851748,82994813
101234,577719,833599,89262048
95713,497174,837679,88404186
39683,522694,937189,89621863
67696,561838,1042914,90335536
11406,276536,1001363,93668744
3580,377261,1004076,93900433
11112,247729,1074169,94021781
19834,283393,1120069,93771403
21622,415426,1117309,92305640
67458,421516,1127299,89862739
122920,1680286,1372664,79942308
126277,1370955,1318511,80635161
98416,1061318,1339962,82757987
83556,347697,1341404,92977142
13783,291222,1347762,93331494
8736,254968,1277576,94378252
49525,598172,1342051,90099761
26862,2322083,1418765,87923844
128457,596181,1333976,87509215
109222,1273350,1491517,82043694
116921,665212,1447152,84592637
64022,372417,1491690,88899208
119734,682970,1526273,87810334
115987,619628,1508787,86714040
108098,475702,1506626,84769093
27711,381527,1470164,90620392
28682,333402,1468786,93174133
23768,322381,1434621,92599190
36296,426248,1500159,93042374
13729,275176,1418264,93253332
30203,357200,1385816,90703081
46392,310782,1420951,92384241
36155,362343,1489194,92697148
29026,279580,1490494,93361806
33096,347176,1435242,91992105
34216,351200,1471257,92642246
32629,272276,1571016,93420707
37323,322229,1585808,91738642
18745,360878,1668073,93513593
120082,765282,1725626,87989804
50023,456880,1827670,90963659
41985,344853,1798902,91164840
7509,230272,1801830,93864652
28090,321468,1754831,92403005
40401,335948,1763009,91027344
19906,264985,1802680,93221567
21515,308354,1848764,94157391
34844,377600,1833955,90033446
35629,381542,1848026,91927285
33443,387351,1902660,92294915
48130,385315,1892900,92478081
88062,706801,1902298,88100408
37204,394077,1919725,92327780
76640,494210,1880205,90599392
7862,265738,1920068,94603833
40038,940258,1944670,88630684
65718,372014,1922682,90864645
38469,788059,1883205,89910869
145420,1351716,1924152,84058790
98467,474356,1957155,90636687
31218,406252,2014178,91518264
86488,470276,1968701,91325100
12843,221976,1955850,93037151
40672,357468,1991457,91193802
50672,367849,1830162,87883420
46195,347088,1949455,92406370
39037,317877,2020399,92567915
83218,427337,1946148,89389670
57963,364037,2019439,91815033
43197,355466,2008756,92010454
27759,420319,2044154,93317479
73251,401437,1997031,90390143
41615,295483,2046106,92802105
81672,479779,2092957,91162300
65575,879565,1985228,87703168
59324,341851,2067991,92187969
60972,597647,2069018,90763686
39242,1013068,2055581,91622213
44396,290117,2074137,92635195
86334,453031,2142142,91111418
44051,331213,2131076,92093020
19123,288838,2144464,93033174
