1285,220,4,13557
1416203,464178,78296,53521504
322263,426256,50329,58039604
1597829,726324,62424,53229993
1326639,688307,66675,55903154
1800674,714977,75378,56173912
3295699,1032238,85147,50578860
3051193,712024,80286,49934174
2617006,854777,77625,53384945
3060519,1132175,76331,52111426
3300672,1261739,82808,50327478
3598865,4182203,83801,47095799
2826645,1025303,79291,50517871
2839087,1022918,78041,51161254
2320412,1418216,82475,54680849
2245239,665438,68746,55287973
1478926,709019,63366,56525767
1560838,843444,75143,55886733
3145915,1690798,76446,51794952
1432994,1069132,69551,54466807
1447674,604017,66837,55836705
2494117,1047381,76538,54310787
2944623,1133895,79231,52365836
2521069,1416855,83563,52037807
1123411,741248,65946,56015879
935932,649913,75922,56537218
1988606,779682,68662,54441927
3086607,1055903,89951,51332301
2403381,1368405,82696,52557344
3035237,1064174,71983,51757394
3570559,1394640,80424,48535020
3185962,2477878,74850,48496067
3301969,1087766,73884,51465695
2530851,1644380,78682,51824185
2482979,1468847,78896,52811471
3063215,1140416,76258,49429885
2180702,825687,69057,54493816
1676544,990152,82426,55508665
1978113,2272465,78079,54452356
1599575,1024446,82480,55077052
2910947,1490359,84242,52347555
2472823,1231559,75698,50973207
633903,736047,53998,55714024
2323280,773528,69166,54122258
3456428,866055,80727,50950020
2020934,1590899,78274,51491668
1198745,641892,65148,55408784
946808,576971,73181,56437296
2425213,635717,63354,52956138
3301739,928831,79452,46940825
3564973,1789305,74932,48181196
930827,601013,73187,53539356
1562365,606913,64278,53767750
2628076,1702248,78078,51148281
1275134,760501,61661,54838109
2855884,1160376,80079,52279203
1508266,4588279,70020,53715896
335269,429227,49413,57991276
2782051,780253,63154,48318166
3693701,909395,79215,49946413
3188900,748635,75337,49663355
2834073,872417,76365,49130184
1221194,628912,68620,55394490
1690286,627159,73145,56285093
2313976,913147,64187,54980273
1566459,822205,72230,56045213
376603,407184,50748,56349696
1046591,666813,66216,55490886
1749559,797555,66158,55122356
1012582,593992,69936,55581118
2332454,1507668,63637,52197292
771058,643447,66330,55696793
1797911,783146,64836,54786420
2295231,928575,81363,52806854
1262703,1070697,73500,55799203
1039826,621408,55358,56905784
1903352,632408,62923,54384330
2392097,1328699,74972,52913597
1070041,637525,62696,55349070
932335,603611,73607,55461701
3475326,1182248,81688,49303259
3145619,2047692,84758,47195072
2666930,710870,76933,51412341
1945205,827870,69715,54813170
2931330,1775485,81718,53833178
1410250,837825,65226,56152625
358512,418937,57968,57321605
1227049,628015,66399,54736139
1343903,577386,65355,55873798
1591215,761457,72487,55735527
2606897,1215613,72909,52987663
2016055,1050424,74563,54859279
668241,529770,72375,56211754
455715,616910,54620,57258786
2096163,1311081,79480,53022145
2152117,2138861,79780,53344991
948805,1469153,61600,56216310
486151,551405,60099,56859460
3083392,790649,73335,50898693
3327999,976541,82171,49229139
