0,0,0,0
211003,5311844,236272,1551146
219065,4962691,217955,1558123
189629,4678481,175656,1551266
787093,24035034,873781,8701589
212621,4344794,174494,1214480
295123,6254648,263074,2011410
238044,5106355,225362,1416686
216029,5038146,200569,1242770
176291,4161223,170220,1102898
204979,4729745,194575,1230338
204079,4573825,193177,1220578
187550,4321321,154506,1225005
190564,4195104,163278,1332263
205679,4583027,155428,1235899
194207,4464048,182170,1332270
192703,4628731,169459,1333260
206546,4993424,208160,1236211
182394,4411775,160755,1220154
273870,5648011,276704,1223348
236153,5378682,210405,1221597
196732,4627313,186695,1221965
209635,4701048,183377,1337205
220554,4315802,163262,1219982
238259,5072668,195312,1235343
188536,4141241,147993,1219261
187114,4365177,158474,1331457
224947,4680666,173029,1410532
209416,4444454,165551,1217089
191616,4653699,168040,1339359
222983,4759621,183566,1332413
221839,5142977,256373,1335998
218124,4572807,165498,1219358
210492,4724189,184373,1332607
232628,5303812,186266,1228940
230858,5070518,208522,1337664
220196,4532449,173272,1217171
252311,5326357,209637,1244581
231559,4665319,183170,1216198
220753,5104031,178902,1332203
221306,4703676,172998,1215235
196175,4623887,168280,1330942
247294,5213102,220523,1286393
206238,4441878,178211,1221093
215589,4791438,159406,1229802
203830,4477217,171290,1214681
217537,4576067,212169,1215132
203739,4530337,158954,1230461
194305,4408091,186596,1217183
249036,4839612,177584,1329193
227991,5290101,216536,1340106
199375,4542666,190301,1216058
186179,4365272,168152,1101139
194874,4388273,152497,1218687
721478,23317052,815357,8144705
200139,4345126,172569,1257596
320505,6497400,279724,2235287
186682,4552578,165939,1280118
204664,4772312,189355,1380384
245898,4909263,205438,1376834
193336,4740003,170140,1262247
214488,4574816,179171,1262075
230959,5263589,178884,1260389
204458,4888368,187008,1259191
231142,5000394,192692,1279172
232109,5490632,222522,1375778
216997,4893114,204460,1266954
210991,4944735,200646,1273572
188281,4557711,164862,1265052
191921,4335285,167638,1374118
207243,5079098,214926,1371102
192363,4386100,178659,1260089
206992,4593357,201350,1370779
189884,4329850,176757,1366560
243919,5105427,206788,1451265
197235,4348645,182006,1260170
192404,4646641,192365,1379530
207734,4726375,195180,1276012
191610,4358309,169059,1372479
186580,4546512,162618,1269377
207669,4805334,185879,1262895
195199,4605444,171937,1267297
184292,4303057,150238,1376102
193466,4364038,148411,1262743
224633,4544017,211233,1392169
207731,4546381,180703,1261813
185335,4639888,168318,1271937
193132,4392407,176561,1263966
180654,4333969,179332,1263511
202103,4590182,184887,1265406
181970,4409497,157438,1263304
205590,4518625,180460,1264596
212963,4609815,184996,1262085
204625,4545143,180651,1374627
261362,5336994,208918,1343679
214844,5048018,182220,1155883
194532,4532456,183617,1280310
197293,4760918,198076,1263506
209464,5077674,213081,1268113
214819,5152459,212235,1380559
