0,0,0,0
77262,1186555,34967,115198
71016,989675,38014,115567
67971,1005666,35763,113880
64798,806677,36092,113993
71899,991668,36908,115414
168988,2344723,94167,351412
71810,989887,35927,113613
72731,995953,39093,114009
82654,1275320,34296,116798
196674,2645668,102220,350687
65459,906917,33690,113823
88741,1206421,41774,116841
71442,745340,41731,112532
73364,956061,36407,114097
74328,950570,37888,114758
76605,980140,37945,113964
78554,1035196,37948,115480
111565,1539088,74583,239810
68187,881998,35189,113176
76443,1015416,35954,113693
75257,1165433,37089,115813
102827,1601245,60628,240101
77211,1044486,35288,113902
68863,1011209,37123,114078
72332,1015353,36997,115682
68714,975198,36521,115190
68108,1016303,36902,114333
74659,1101686,37943,113863
73391,992808,39177,115883
102011,1448261,58755,240484
60681,943725,36030,114386
71945,1099470,34033,114087
79227,1147650,41879,119250
168802,2446484,91264,351788
64552,1014802,36034,113841
71881,986532,35816,114246
85154,1139621,37498,115526
77188,995215,37002,113699
75307,1078341,35711,114309
77079,1064577,40285,113653
82372,1241676,41165,115660
172096,2485469,94966,351798
68789,1015129,36482,113146
64654,945998,35903,113712
75480,1071841,37289,115700
167103,2412785,113414,352214
77850,1011679,34668,113205
74059,1038187,33941,115167
80090,1091648,38622,115580
74319,991168,37187,115085
74064,1028918,38287,114329
77439,1123222,37245,116294
81832,1099998,43709,115900
169097,2298737,95594,352024
67981,952077,38435,113332
78946,1083621,40497,120045
66901,909519,31418,110170
172011,2358695,90166,350452
147259,2089436,70861,231052
128889,1826094,66193,224521
72323,997649,33898,115697
79473,1074418,35683,115567
78317,971051,34272,115202
61675,664034,19964,45801
105433,1576187,52761,185047
182884,2598023,92469,351986
75482,995106,41237,114037
71594,1014640,35184,114235
77491,1048323,34390,115466
179920,2438240,91114,352578
77675,1054316,34129,114188
71338,1037021,37716,113797
74676,1052098,38139,115632
72285,1014939,35936,115432
72089,913344,37228,114024
65876,940483,33695,113816
82428,1076068,38624,115714
189733,2554357,89844,353236
72420,956047,36894,114028
78249,1221188,40011,114394
70843,1030422,38013,115643
191812,2705723,97166,353438
71318,969373,37688,114335
78831,1031087,36382,114348
74479,1058438,38726,115546
79423,1134354,37400,115878
68072,1011551,36228,114080
72935,974741,33756,114455
80806,1082659,34576,115739
173441,2429116,89199,351668
70180,903097,35887,113698
68187,963684,37501,114151
82114,1103870,36297,115095
187376,2593584,93740,353494
75855,1011432,33899,113803
88680,1108584,33736,114183
73524,1097940,37381,115238
71853,1130580,38293,115770
72005,1022891,40807,113849
