0,0,0,0
31415,591190,24322,74951
24917,409385,16731,57107
27164,440835,14969,57112
26654,418965,16666,57138
27837,405100,16841,57182
25185,446605,16210,57105
27835,428952,17948,57259
42360,626450,23285,59716
24076,387120,14718,57111
26056,442223,17704,57144
160402,9964919,485289,5459829
29611,525850,19645,58953
29680,516752,17400,57169
28768,479314,19450,57243
27126,403293,16789,57111
26793,399917,16581,57132
38981,554656,20549,58627
28388,413980,17355,57072
32663,541301,19199,57111
26460,391768,16525,57067
40852,618240,22442,58741
29579,465305,19262,57168
36504,539075,19558,57211
34329,486148,18286,57103
33600,505876,21701,57168
30511,536509,18969,57099
48008,661329,21456,58592
36041,581459,20867,57135
37030,661549,17312,57379
33441,678298,16564,57117
122215,9049023,439976,5537085
33846,530321,19144,59657
25714,461655,15961,57168
26393,398460,16829,57240
23710,386053,14691,57111
25743,408820,15034,57132
35184,537318,17732,58620
23520,423028,15779,57068
27585,420529,16664,57109
29958,447668,14745,57071
29957,489009,19015,58616
31474,443487,18707,57302
26676,432252,17699,57207
27821,423907,15587,57126
23788,400365,15663,57143
22842,421029,15836,57065
38226,533696,20695,58660
25624,431612,15828,57101
33246,489640,17618,57105
26160,437642,18852,57071
185606,9353701,469027,5581928
32868,493740,18111,59379
27656,503137,20573,57422
25361,417499,15781,57103
29386,507169,17818,57282
28637,437052,17781,57133
45915,650394,20694,60188
30374,472508,16299,57067
26866,439346,15895,57253
24675,443791,17160,57072
33275,582579,21442,58635
27491,418208,18243,57327
75435,1319159,55673,644571
62443,900144,30409,213023
31364,501322,17911,59145
39771,551783,17368,53124
39592,430964,22687,54553
28149,423415,16052,53006
26924,382724,16276,53014
25022,407292,14375,52966
174342,8747630,434425,5571377
29772,448988,19387,53166
24951,468372,19514,53047
27035,396014,14125,52968
25483,394505,16160,53083
28732,469791,22367,53001
32475,554002,18488,54489
33473,506333,15707,52976
25396,394700,17305,53007
33033,475853,17256,52971
28794,509354,18732,54695
25806,419940,16584,53136
27579,451824,16239,53115
32245,516519,16983,54670
27158,436328,17607,53007
28941,457403,15638,53037
37634,528754,19288,54522
24993,382670,15768,52970
28899,444841,17918,53010
29761,444167,17991,53108
240323,10360037,513715,6369026
29569,427963,16677,55049
24050,424394,17385,52863
26228,423335,17054,52795
30274,413176,16185,52944
29122,427692,16070,52828
35648,573195,18209,54318
33785,505326,17240,52770
24039,413105,15919,52805
